,augments_0,augments_1,augments_2,companion_content_ID,companion_item_ID,companion_skin_ID,companion_species,gold_left,last_round,level,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits_0_name,traits_0_num_units,traits_0_style,traits_0_tier_current,traits_0_tier_total,traits_1_name,traits_1_num_units,traits_1_style,traits_1_tier_current,traits_1_tier_total,traits_2_name,traits_2_num_units,traits_2_style,traits_2_tier_current,traits_2_tier_total,traits_3_name,traits_3_num_units,traits_3_style,traits_3_tier_current,traits_3_tier_total,traits_4_name,traits_4_num_units,traits_4_style,traits_4_tier_current,traits_4_tier_total,traits_5_name,traits_5_num_units,traits_5_style,traits_5_tier_current,traits_5_tier_total,traits_6_name,traits_6_num_units,traits_6_style,traits_6_tier_current,traits_6_tier_total,traits_7_name,traits_7_num_units,traits_7_style,traits_7_tier_current,traits_7_tier_total,traits_8_name,traits_8_num_units,traits_8_style,traits_8_tier_current,traits_8_tier_total,traits_9_name,traits_9_num_units,traits_9_style,traits_9_tier_current,traits_9_tier_total,traits_10_name,traits_10_num_units,traits_10_style,traits_10_tier_current,traits_10_tier_total,traits_11_name,traits_11_num_units,traits_11_style,traits_11_tier_current,traits_11_tier_total,traits_12_name,traits_12_num_units,traits_12_style,traits_12_tier_current,traits_12_tier_total,units_0_character_id,units_0_itemNames_0,units_0_itemNames_1,units_0_name,units_0_rarity,units_0_tier,units_1_character_id,units_1_itemNames_0,units_1_itemNames_1,units_1_name,units_1_rarity,units_1_tier,units_2_character_id,units_2_name,units_2_rarity,units_2_tier,units_3_character_id,units_3_itemNames_0,units_3_itemNames_1,units_3_name,units_3_rarity,units_3_tier,units_4_character_id,units_4_name,units_4_rarity,units_4_tier,units_5_character_id,units_5_itemNames_0,units_5_itemNames_1,units_5_itemNames_2,units_5_name,units_5_rarity,units_5_tier,units_6_character_id,units_6_itemNames_0,units_6_itemNames_1,units_6_name,units_6_rarity,units_6_tier,units_7_character_id,units_7_name,units_7_rarity,units_7_tier,units_8_character_id,units_8_itemNames_0,units_8_itemNames_1,units_8_itemNames_2,units_8_name,units_8_rarity,units_8_tier,units_0_itemNames_2,units_2_itemNames_0,units_2_itemNames_1,units_2_itemNames_2,units_3_itemNames_2,units_4_itemNames_0,units_4_itemNames_1,units_4_itemNames_2,units_6_itemNames_2,units_7_itemNames_0,traits_13_name,traits_13_num_units,traits_13_style,traits_13_tier_current,traits_13_tier_total,units_7_itemNames_1,units_7_itemNames_2,units_1_itemNames_2,traits_14_name,traits_14_num_units,traits_14_style,traits_14_tier_current,traits_14_tier_total,units_9_character_id,units_9_name,units_9_rarity,units_9_tier,units_5_items_0,units_5_items_1,units_5_items_2,units_6_items_0,units_6_items_1,units_6_items_2,units_7_items_0,units_7_items_1,units_7_items_2,units_3_items_0,units_3_items_1,units_0_items_0,units_1_items_0,units_1_items_1,units_2_items_0,units_2_items_1,units_2_items_2,units_1_items_2,units_4_items_0,units_4_items_1,units_4_items_2,units_0_items_1,units_3_items_2,units_0_items_2,units_8_items_0,units_8_items_1,units_8_items_2,units_9_itemNames_0,units_9_items_0,traits_15_name,traits_15_num_units,traits_15_style,traits_15_tier_current,traits_15_tier_total,traits_16_name,traits_16_num_units,traits_16_style,traits_16_tier_current,traits_16_tier_total,traits_17_name,traits_17_num_units,traits_17_style,traits_17_tier_current,traits_17_tier_total,units_9_itemNames_1,units_9_itemNames_2,units_9_items_1,units_9_items_2,units_10_character_id,units_10_itemNames_0,units_10_itemNames_1,units_10_itemNames_2,units_10_name,units_10_rarity,units_10_tier,units_10_items_0,units_10_items_1,units_10_items_2,partner_group_id
356,TFT6_Augment_Ascension,TFT6_Augment_RadiantRelics,TFT8_Augment_SorakaCarry,489abd90-0929-447d-ba51-0326e0aa5469,42024,24,PetDuckbill,0,30,8,5,0,0TEot0jviEFSD5zvyZC0221IouJp0oP-1A5MVc1-W5N6CFp3CvabYnzWlukDEB4c4nX9GTmmTi10_g,1743.914429,89,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Channeler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_GenAE,2,0,0,2,Set8_Hacker,2,1,1,3,Set8_Heart,2,1,1,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,3,3,2,2,Set8_StarGuardian,2,0,0,4,Set8_Threat,1,0,1,1,,,,,,TFT8_Annie,TFT_Item_RedBuff,TFT_Item_IonicSpark,,1,2,TFT8_Alistar,TFT_Item_TitanicHydra,,,2,1,TFT8_Zoe,,2,2,TFT8_Leblanc,TFT5_Item_ThiefsGlovesRadiant,TFT5_Item_IonicSparkRadiant,,2,2,TFT8_Ekko,,4,1,TFT8_Soraka,TFT_Item_HextechGunblade,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,,4,2,TFT8_Syndra,TFT8_Item_PranksterEmblemItem,,,6,1,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,,TFT5_Item_QuicksilverRadiant,,,,,,,,,,,,,,,,,,,,,,,13,39,14,8017,,,,,,2099,2036,57,27,,,,,,,,,36,2069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,TFT6_Augment_SecondWind2,TFT6_Augment_FuturePeepers2,TFT8_Augment_SamiraCarry,df39e72b-c7b2-44d6-b33a-04a8d8c20414,26018,18,PetUmbra,1,35,9,3,0,f21c73uk3YgV2NehLR14lhSq1H2fA4Id1DnkM5FaMBoZckdgaiHQf8tyDliHK-56DVr4jQDX8tCdMw,2074.93042,134,Set8_Ace,1,1,1,2,Set8_Aegis,4,3,3,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Channeler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_Forecaster,1,3,1,1,Set8_Mascot,1,0,0,4,Set8_OxForce,3,1,1,4,Set8_Prankster,1,0,0,2,TFT8_Vi,,,,1,2,TFT8_Alistar,,,,2,1,TFT8_Ekko,,4,2,TFT8_Samira,TFT_Item_InfinityEdge,TFT_Item_RapidFireCannon,,4,2,TFT8_Sejuani,,4,1,TFT8_Janna,,,,,6,1,TFT8_Aphelios,TFT_Item_RunaansHurricane,TFT_Item_LastWhisper,,6,2,TFT8_Leona,,6,1,TFT8_Fiddlesticks,,,,,6,1,,TFT5_Item_ZephyrRadiant,,,TFT_Item_TitansResolve,TFT_Item_RedBuff,TFT_Item_Redemption,,TFT_Item_HextechGunblade,TFT8_Item_OxForceEmblemItem,Set8_Renegade,1,0,0,2,,,,Set8_SpaceCorps,1,0,0,4,,,,,,,,26,29,13,8004,,,19,22,,,,2067,,,,57,47,,,25,,,,,,,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,2,0,0,4,,,,,,,,,,,,,,,
358,TFT6_Augment_JeweledLotus,TFT8_Augment_DefenderEmblem2,TFT8_Augment_SettSupport,bfa8b9e7-7454-4656-9434-c1e579bb4ffd,55007,7,PetKoala,1,40,9,2,3,tAQnSrQb_2M_YHl28iJJSzPD_QhB-p3bAsopV9ehIHXUn3-RzHuyyfbNt-S0SVo9dPlRuTEMcS-Lig,2346.320557,169,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_Defender,2,1,1,3,Set8_ExoPrime,3,1,1,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Renegade,1,0,0,2,Set8_SpaceCorps,1,0,0,4,Set8_Threat,2,0,1,1,TFT8_Jax,TFT8_Item_DefenderEmblemItem,,,2,2,TFT8_Alistar,TFT_Item_Shroud,,,2,1,TFT8_Samira,,4,2,TFT8_Sett,TFT_Item_FrozenHeart,TFT_Item_RedBuff,,4,2,TFT8_Sejuani,,4,2,TFT8_Urgot,,,,,6,2,TFT8_Aphelios,TFT_Item_UnstableConcoction,TFT_Item_Deathblade,,6,2,TFT8_Leona,,6,1,TFT8_Fiddlesticks,TFT_Item_WarmogsArmor,,,,6,1,,TFT_Item_LastWhisper,TFT_Item_GuinsoosRageblade,TFT_Item_HextechGunblade,TFT_Item_Redemption,TFT_Item_GargoyleStoneplate,TFT_Item_FrozenHeart,TFT_Item_Shroud,,,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,49,11,,,,,45,57,8009,59,,29,23,13,,56,45,59,,47,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,TFT8_Augment_InterPolarisEmblem,TFT6_Augment_ForceOfNature,TFT8_Augment_SejuaniSupport,183c7fd8-6206-4491-8e57-3c9926a457f3,6056,56,PetPenguKnight,1,26,8,8,0,OXtHBeqP91DwwFe6eklWGJLTfTiO_rbF2T_C_oJj9zTiTAwMFWjyTtqEasfyKpvo9FBRqL2lWbik2Q,1509.941895,49,Set8_Brawler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Deadeye,1,0,0,2,Set8_Duelist,2,1,1,4,Set8_GenAE,1,0,0,2,Set8_Hacker,2,1,1,3,Set8_Prankster,1,0,0,2,Set8_Recon,1,0,0,3,Set8_SpaceCorps,7,3,3,4,Set8_Threat,2,0,1,1,,,,,,,,,,,,,,,,TFT8_Ashe,,,,0,2,TFT8_Renekton,,,,0,2,TFT8_Yasuo,,1,2,TFT8_Zoe,,,,2,2,TFT8_Senna,,2,1,TFT8_Zed,TFT_Item_IonicSpark,TFT_Item_Bloodthirster,TFT_Item_GuardianAngel,,4,2,TFT8_Zac,TFT8_Item_InterPolarisEmblemItem,,,4,2,TFT8_Sejuani,,4,2,TFT8_Fiddlesticks,,,,,6,1,,,,,,,,,,TFT_Item_RedBuff,,,,,,TFT_Item_TitanicHydra,TFT_Item_GargoyleStoneplate,,,,,,,,,,,36,16,94,8003,,,57,27,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,TFT6_Augment_TrueTwos,TFT6_Augment_TargetDummies,TFT8_Augment_UrgotSupport,d07d0b76-cd0d-4517-b4af-f5c3d8140b8b,2003,3,PetGriffin,0,28,8,8,0,rmOXPE23Zt8SFLskHgIJyZq3xLmTeC0vGnk6ZWG-sZEuk0CD621ZmuXyIPOnspgFeZ_8WrzXtcQ6Vw,1694.463501,75,Set8_Aegis,2,1,1,4,Set8_Brawler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_SpaceCorps,1,0,0,4,Set8_Threat,4,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Vi,TFT_Item_GiantsBelt,,,1,2,TFT8_Alistar,,,,2,2,TFT8_Rammus,,2,2,TFT8_BelVeth,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,,4,2,TFT8_Sejuani,,4,2,TFT8_Urgot,,,,,6,1,TFT8_Fiddlesticks,,,,6,1,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,,TFT_Item_RunaansHurricane,TFT_Item_WarmogsArmor,TFT_Item_RedBuff,TFT_Item_Redemption,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,13,7,,,,,,,77,57,47,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,TFT6_Augment_MakeshiftArmor2,TFT6_Augment_ComponentGrabBag,TFT8_Augment_ApheliosSupport,bfa8b9e7-7454-4656-9434-c1e579bb4ffd,55007,7,PetKoala,1,31,8,5,1,tAQnSrQb_2M_YHl28iJJSzPD_QhB-p3bAsopV9ehIHXUn3-RzHuyyfbNt-S0SVo9dPlRuTEMcS-Lig,1873.747314,87,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,4,3,2,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_SpaceCorps,2,0,0,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,2,0,0,4,,,,,,,,,,,TFT8_Sivir,,,,1,2,TFT8_Vi,,,,1,2,TFT8_Alistar,,2,1,TFT8_Senna,,,,2,1,TFT8_Samira,,4,2,TFT8_Zac,,,,,4,1,TFT8_Sejuani,TFT_Item_RedBuff,TFT_Item_DragonsClaw,,4,1,TFT8_Aphelios,,6,2,,,,,,,,,,,,,TFT_Item_HextechGunblade,TFT_Item_LastWhisper,TFT_Item_MadredsBloodrazor,,TFT_Item_SpearOfShojin,,,,,,TFT_Item_RunaansHurricane,TFT_Item_Bloodthirster,,,,,,,,,,,,,,57,66,,14,26,16,,,,,,,,,,13,29,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,TFT6_Augment_TargetDummies,TFT6_Augment_JeweledLotus,TFT8_Augment_FiddlesticksSupport,489abd90-0929-447d-ba51-0326e0aa5469,42024,24,PetDuckbill,4,33,8,4,0,0TEot0jviEFSD5zvyZC0221IouJp0oP-1A5MVc1-W5N6CFp3CvabYnzWlukDEB4c4nX9GTmmTi10_g,1989.179199,89,Set8_Ace,1,1,1,2,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,5,3,2,3,Set8_Brawler,1,0,0,4,Set8_Corrupted,1,3,1,1,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_Mascot,1,0,0,4,Set8_Prankster,2,1,1,2,Set8_Recon,1,0,0,3,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,,,,,,TFT8_Nasus,TFT_Item_Shroud,,,0,2,TFT8_Jinx,,,,1,2,TFT8_Vayne,,2,2,TFT8_Riven,TFT_Item_TitansResolve,TFT_Item_IonicSpark,,2,2,TFT8_MissFortune,,4,2,TFT8_Ekko,TFT_Item_DragonsClaw,,,,4,2,TFT8_Fiddlesticks,TFT_Item_JeweledGauntlet,,,6,1,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,,TFT_Item_TitansResolve,TFT_Item_SeraphsEmbrace,TFT_Item_PowerGauntlet,TFT_Item_ArchangelsStaff,,,,,,,,,,,,,,,,,,,,66,,,39,,,,,,25,36,59,,,,,,,44,79,34,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,TFT6_Augment_SecondWind2,TFT6_Augment_JeweledLotus,TFT8_Augment_ApheliosSupport,18165d5f-639e-4e95-acc6-1acaf9acf7b6,41003,3,PetGloop,0,38,8,2,2,ucV3o-lcnp7a0t0Nb87cOhLM9qN6gFe7Xgnhg9u1yw5K98lXi0l2fQdWlqoaXKNuQbvodiYRf2Z-yw,2272.784668,173,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,4,3,2,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_SpaceCorps,2,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,TFT8_Sivir,,,,1,2,TFT8_Alistar,,,,2,2,TFT8_Senna,,2,2,TFT8_Ekko,,,,4,2,TFT8_Samira,,4,2,TFT8_Zac,TFT8_Item_BrawlerEmblemItem,,,,4,2,TFT8_Sejuani,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,,4,2,TFT8_Aphelios,,6,1,,,,,,,,,TFT_Item_RecurveBow,,,,TFT_Item_HextechGunblade,TFT_Item_RunaansHurricane,TFT_Item_LastWhisper,TFT_Item_BrambleVest,TFT_Item_Deathblade,,,,,,TFT_Item_UnstableConcoction,TFT_Item_Quicksilver,,,,,,,,,,,8013,,,57,77,55,11,49,69,,,,,,2,,,,13,26,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,TFT6_Augment_Battlemage2,TFT6_Augment_ThrillOfTheHunt2,TFT8_Augment_LeonaSupport,1e3b0251-623c-41ee-87b0-ecba9a0cf736,27015,15,PetChoncc,0,30,8,6,0,S2BnuemlPrSSHg1Yw8gr2pXxtwigtTlaJh3V5zykfh8dTJdOjdhFjYYT8RiwDbwxICerG8XNdKtA6A,1798.501099,62,Set8_Aegis,2,1,1,4,Set8_AnimaSquad,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_ExoPrime,1,0,0,2,Set8_Prankster,1,0,0,2,Set8_Recon,4,3,3,3,Set8_Renegade,1,0,0,2,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,3,1,1,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT8_Ashe,,,,0,1,TFT8_Ezreal,,,,1,2,TFT8_Vayne,,2,2,TFT8_Nilah,,,,2,2,TFT8_Rammus,,2,2,TFT8_Kaisa,TFT_Item_StatikkShiv,TFT_Item_HextechGunblade,TFT_Item_MadredsBloodrazor,,2,2,TFT8_Ekko,TFT_Item_TitanicHydra,,,4,1,TFT8_Leona,,6,2,,,,,,,,,TFT_Item_BFSword,,,,,,,,TFT_Item_PowerGauntlet,,,,,,TFT_Item_DragonsClaw,TFT_Item_BrambleVest,,,,,,,,,,,24,13,12,27,,,79,66,55,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,TFT7_Augment_Preparation2,TFT6_Augment_Battlemage2,TFT8_Augment_MordekaiserSupport,eabd6fec-dd29-4fc2-a70b-92b050bffb35,50001,1,PetChibiLux,0,33,8,3,0,3Jm4HjMXuzaERxPmw64vp9Ic8Ig9NNTH3H8oeuM3K4Fx28_HCnStp0hFLqspIWEYy6877icWCVijAw,1989.378052,111,Set8_Ace,1,1,1,2,Set8_Admin,2,1,1,3,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,6,3,3,4,Set8_Defender,1,0,0,3,Set8_ExoPrime,1,0,0,2,Set8_Heart,2,1,1,3,Set8_SpaceCorps,3,1,1,4,Set8_Supers,1,0,0,1,,,,,,,,,,,,,,,,,,,,,TFT8_Blitzcrank,,,,0,2,TFT8_Renekton,,,,0,2,TFT8_LeeSin,,1,2,TFT8_Riven,TFT_Item_RedBuff,TFT_Item_HextechGunblade,,2,3,TFT8_Jax,,2,3,TFT8_Sejuani,,,,,4,2,TFT8_Soraka,,,,4,1,TFT8_Mordekaiser,,6,1,,,,,,,,,,,,,TFT_Item_Quicksilver,TFT_Item_RabadonsDeathcap,TFT_Item_RapidFireCannon,,TFT_Item_FrozenHeart,,,,,,TFT_Item_IonicSpark,TFT_Item_UnstableConcoction,,,,,,,,,,,,,,,,,45,36,49,57,13,,,,,,,,69,33,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,TFT6_Augment_TargetDummies,TFT6_Augment_Ascension,TFT8_Augment_JannaSupport,9e342347-81f4-43a8-8b1f-e3c50bc4896b,4003,3,PetMiner,2,38,9,1,4,4xFbculGiCIy9mCb0TGOUSQ4R41hjOPWw5ZXhF3It_PY0fDdz74A0FuhIEFCJXKK1xqzZM5k31gHXw,2274.7771,192,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,2,1,1,4,Set8_Channeler,1,0,0,4,Set8_Civilian,2,2,2,3,Set8_Deadeye,1,0,0,2,Set8_Defender,2,1,1,3,Set8_ExoPrime,1,0,0,2,Set8_Forecaster,1,3,1,1,Set8_Mascot,4,2,2,4,Set8_OxForce,1,0,0,4,Set8_Prankster,1,0,0,2,TFT8_Galio,,,,0,1,TFT8_Riven,TFT_Item_BrambleVest,TFT_Item_FrozenHeart,,2,2,TFT8_Alistar,,2,2,TFT8_BelVeth,TFT_Item_MadredsBloodrazor,TFT_Item_HextechGunblade,,4,2,TFT8_Ekko,,4,2,TFT8_Samira,,,,,4,2,TFT8_Sejuani,TFT8_Item_DefenderEmblemItem,TFT_Item_WarmogsArmor,,4,2,TFT8_Janna,,6,2,TFT8_Leona,TFT8_Item_MascotEmblemItem,,,,6,1,,,,,TFT_Item_InfinityEdge,,,,,TFT8_Item_MascotEmblemItem,Set8_Renegade,1,0,0,2,TFT_Item_Redemption,,TFT_Item_Zephyr,Set8_SpaceCorps,1,0,0,4,,,,,,,,8009,77,,8008,47,,12,13,,55,45,,,,67,,,,,19,,8008,,,,,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,
367,TFT6_Augment_Ascension,TFT6_Augment_PortableForge,TFT8_Augment_SyndraSupport,17a6b1da-073f-4081-86fc-0828c14b0b1d,6001,1,PetPenguKnight,0,28,7,7,0,SOsgycnDO7Xlw9V-s-U8SXmp-kFkxER4dlKTumvBDO-ADf8ECdcr8uCADCFhoARa9_H2c2ricWZWzg,1694.612427,67,Set8_Brawler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_Heart,3,1,1,3,Set8_Mascot,2,1,1,4,Set8_StarGuardian,4,1,1,4,Set8_Supers,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Gangplank,,,,0,2,TFT8_Rell,,,,1,2,TFT8_LeeSin,,1,2,TFT8_Malphite,,,,1,2,TFT8_Yuumi,,1,3,TFT8_Nilah,TFT4_Item_OrnnRanduinsSanctum,TFT_Item_Redemption,TFT_Item_IonicSpark,,2,2,TFT8_Syndra,TFT_Item_SpearOfShojin,TFT_Item_RecurveBow,,6,1,,,,,,,,,,,,,,,,,TFT_Item_PowerGauntlet,TFT_Item_HextechGunblade,TFT_Item_SeraphsEmbrace,,,,,,,,,,,,,,,,,,,,9007,47,36,14,2,,,,,,,,,,,,,,79,13,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,TFT8_Augment_SivirSupport,TFT6_Augment_JeweledLotus,TFT6_Augment_SecondWind2,18165d5f-639e-4e95-acc6-1acaf9acf7b6,41003,3,PetGloop,0,27,8,7,0,ucV3o-lcnp7a0t0Nb87cOhLM9qN6gFe7Xgnhg9u1yw5K98lXi0l2fQdWlqoaXKNuQbvodiYRf2Z-yw,1631.383179,77,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_SpaceCorps,1,0,0,4,Set8_Threat,3,0,1,1,Set8_UndergroundThe,2,0,0,4,,,,,,,,,,,TFT8_Sivir,,,,1,2,TFT8_Vi,,,,1,2,TFT8_Alistar,,2,1,TFT8_BelVeth,,,,4,2,TFT8_Samira,,4,2,TFT8_Zac,,,,,4,2,TFT8_Sejuani,TFT_Item_RedBuff,TFT_Item_IonicSpark,,4,2,TFT8_Fiddlesticks,,6,1,,,,,,,,,,,,,TFT_Item_UnstableConcoction,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,,TFT_Item_ArchangelsStaff,,,,,,,,,,,,,,,,,,,,,57,36,,34,,,,,,,,,,,,49,29,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,TFT8_Augment_YasuoSupport,TFT8_Augment_InterPolarisEmblem,TFT6_Augment_TomeOfTraits1,a4a35782-fbae-45ee-bc0d-90c26269d1a9,27018,18,PetChoncc,0,35,8,2,0,Lz7MkMllZ6s879cSouUOgeHSpqg2YNnZCNWFcCx5iqsFAsV-kg3DYOKZ5Dww2rQ4ufgd9T8X6o_y_w,2120.415039,140,Set8_Ace,1,1,1,2,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,2,1,1,4,Set8_Duelist,4,2,2,4,Set8_GenAE,1,0,0,2,Set8_Hacker,2,1,1,3,Set8_Prankster,1,0,0,2,Set8_Recon,2,1,1,3,Set8_SpaceCorps,7,3,3,4,,,,,,,,,,,,,,,,,,,,,TFT8_Ashe,TFT8_Item_DuelistEmblemItem,,,0,2,TFT8_Renekton,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,,0,2,TFT8_Yasuo,,1,2,TFT8_Vayne,TFT_Item_StatikkShiv,TFT8_Item_InterPolarisEmblemItem,,2,2,TFT8_Zoe,,2,2,TFT8_Zed,TFT_Item_TitansResolve,TFT_Item_Quicksilver,TFT_Item_LastWhisper,,4,2,TFT8_Sejuani,TFT_Item_WarmogsArmor,TFT_Item_IonicSpark,,4,2,TFT8_Mordekaiser,,6,1,,,,,,,,,,,,TFT_Item_GuinsoosRageblade,,,,,,,,,,,,,,,,,,,,,,,25,69,29,77,36,,,,,24,8003,8014,57,77,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,TFT8_Augment_TalonSupport,TFT6_Augment_ThrillOfTheHunt2,TFT8_Augment_RenegadeEmblem,cf19e35e-0c5b-4d22-a66d-b99e39631ac8,16,16,PetTFTAvatar,5,23,7,8,0,vlcvyh9RUdedA_bpDPRk4eXHag1bpze1yw7obEDGO0SCf-2RrphULcyBodXpU0H8kRGOqsytVLp8Qg,1354.123291,26,Set8_Admin,1,0,0,3,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,1,0,0,3,Set8_Arsenal,1,3,1,1,Set8_Channeler,1,0,0,4,Set8_Deadeye,1,0,0,2,Set8_Duelist,1,0,0,4,Set8_GenAE,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_OxForce,5,2,2,4,Set8_Renegade,4,3,1,2,,,,,,,,,,,TFT8_Sylas,TFT_Item_Chalice,,,0,2,TFT8_Talon,TFT_Item_JeweledGauntlet,TFT_Item_Bloodthirster,,0,2,TFT8_Fiora,,1,2,TFT8_Annie,,,,1,2,TFT8_Camille,,1,2,TFT8_Alistar,,,,,2,2,TFT8_Aphelios,TFT_Item_StatikkShiv,,,6,1,,,,,,,,,,,,,TFT8_Item_RenegadeEmblemItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,46,39,16,8012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
