augments_0,augments_1,augments_2,companion_content_ID,companion_item_ID,companion_skin_ID,companion_species,gold_left,last_round,level,placement,players_eliminated,puuid,time_eliminated,total_damage_to_players,traits_0_name,traits_0_num_units,traits_0_style,traits_0_tier_current,traits_0_tier_total,traits_1_name,traits_1_num_units,traits_1_style,traits_1_tier_current,traits_1_tier_total,traits_2_name,traits_2_num_units,traits_2_style,traits_2_tier_current,traits_2_tier_total,traits_3_name,traits_3_num_units,traits_3_style,traits_3_tier_current,traits_3_tier_total,traits_4_name,traits_4_num_units,traits_4_style,traits_4_tier_current,traits_4_tier_total,traits_5_name,traits_5_num_units,traits_5_style,traits_5_tier_current,traits_5_tier_total,traits_6_name,traits_6_num_units,traits_6_style,traits_6_tier_current,traits_6_tier_total,traits_7_name,traits_7_num_units,traits_7_style,traits_7_tier_current,traits_7_tier_total,traits_8_name,traits_8_num_units,traits_8_style,traits_8_tier_current,traits_8_tier_total,traits_9_name,traits_9_num_units,traits_9_style,traits_9_tier_current,traits_9_tier_total,traits_10_name,traits_10_num_units,traits_10_style,traits_10_tier_current,traits_10_tier_total,units_0_character_id,units_0_name,units_0_rarity,units_0_tier,units_1_character_id,units_1_itemNames_0,units_1_name,units_1_rarity,units_1_tier,units_2_character_id,units_2_name,units_2_rarity,units_2_tier,units_3_character_id,units_3_name,units_3_rarity,units_3_tier,units_4_character_id,units_4_itemNames_0,units_4_itemNames_1,units_4_name,units_4_rarity,units_4_tier,units_5_character_id,units_5_itemNames_0,units_5_itemNames_1,units_5_name,units_5_rarity,units_5_tier,units_6_character_id,units_6_itemNames_0,units_6_itemNames_1,units_6_name,units_6_rarity,units_6_tier,units_7_character_id,units_7_itemNames_0,units_7_itemNames_1,units_7_itemNames_2,units_7_name,units_7_rarity,units_7_tier,units_8_character_id,units_8_name,units_8_rarity,units_8_tier,traits_11_name,traits_11_num_units,traits_11_style,traits_11_tier_current,traits_11_tier_total,traits_12_name,traits_12_num_units,traits_12_style,traits_12_tier_current,traits_12_tier_total,units_2_itemNames_0,units_2_itemNames_1,units_2_itemNames_2,units_5_itemNames_2,units_0_itemNames_0,units_3_itemNames_0,units_3_itemNames_1,units_3_itemNames_2,units_4_itemNames_2,units_6_itemNames_2,units_0_itemNames_1,units_0_itemNames_2,units_1_itemNames_1,units_1_itemNames_2,units_8_itemNames_0,units_8_itemNames_1,units_8_itemNames_2,traits_13_name,traits_13_num_units,traits_13_style,traits_13_tier_current,traits_13_tier_total,traits_14_name,traits_14_num_units,traits_14_style,traits_14_tier_current,traits_14_tier_total,traits_15_name,traits_15_num_units,traits_15_style,traits_15_tier_current,traits_15_tier_total,traits_16_name,traits_16_num_units,traits_16_style,traits_16_tier_current,traits_16_tier_total,units_9_character_id,units_9_itemNames_0,units_9_itemNames_1,units_9_itemNames_2,units_9_name,units_9_rarity,units_9_tier,units_9_items_0,units_9_items_1,units_9_items_2,traits_17_name,traits_17_num_units,traits_17_style,traits_17_tier_current,traits_17_tier_total,units_10_character_id,units_10_itemNames_0,units_10_itemNames_1,units_10_itemNames_2,units_10_name,units_10_rarity,units_10_tier,units_10_items_0,units_10_items_1,units_10_items_2,traits_18_name,traits_18_num_units,traits_18_style,traits_18_tier_current,traits_18_tier_total
TFT6_Augment_Ascension,TFT8_Augment_JaxSupport,TFT6_Augment_MakeshiftArmor2,c5a62aeb-1821-463b-a413-308814186744,45001,1,PetChibiKaisa,14,24,7,8,0,kjtVYaAXpGi9rWUCK0czpSpu-UCLsdj7dmph-HSMFQiOnPUV947D24Cw3o96ff0PNwHA06M27fT0Gw,1446.3455810546875,24,Set8_Aegis,3,2,2,4,Set8_Brawler,2,1,1,4,Set8_Duelist,1,0,0,4,Set8_ExoPrime,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_Prankster,1,0,0,2,Set8_Recon,1,0,0,3,Set8_StarGuardian,3,1,1,4,Set8_UndergroundThe,1,0,0,4,,,,,,TFT8_Vi,,1,2,TFT8_Nilah,TFT_Item_RedBuff,,2,2,TFT8_Jax,,2,2,TFT8_Alistar,,2,1,TFT8_Alistar,,,,2,1,TFT8_Kaisa,TFT_Item_GuinsoosRageblade,TFT_Item_MadredsBloodrazor,,2,2,TFT8_Ekko,,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_JeweledGauntlet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_PortableForge,TFT8_Augment_LeeSinCarry,TFT8_Augment_GenAEEmblem,8c27f67c-90b3-4355-9e90-6e92325c6027,9009,9,PetSpiritFox,11,31,8,5,0,b81WbMwtmi0QgiazQWy0yZN5sIhDDvACamK3pTKLl6Y07RTh8sQr1DcCMTgxNKPDOaJJxhu5c73iXA,1846.853271484375,81,Set8_Ace,1,1,1,2,Set8_AnimaSquad,2,0,0,3,Set8_Brawler,2,1,1,4,Set8_Channeler,1,0,0,4,Set8_Corrupted,1,3,1,1,Set8_Defender,2,1,1,3,Set8_GenAE,5,3,2,2,Set8_Heart,2,1,1,3,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_Supers,1,0,0,1,TFT8_Poppy,,0,1,TFT8_Lulu,,,0,1,TFT8_Annie,,1,2,TFT8_LeeSin,,1,2,TFT8_Riven,TFT_Item_Shroud,,,2,2,TFT8_MissFortune,TFT8_Item_GenAEEmblemItem,TFT_Item_InfinityEdge,,4,2,TFT8_Nunu,,,,6,1,TFT8_Fiddlesticks,TFT8_Item_TitansResolve_GenAE,TFT8_Item_Shroud_GenAE,TFT_Item_ArchangelsStaff,,6,1,,,,,Set8_Threat,1,0,1,1,,,,,,TFT_Item_LocketOfTheIronSolari,,,TFT_Item_SpearOfShojin,,TFT_Item_IonicSpark,TFT4_Item_OrnnAnimaVisage,TFT_Item_DragonsClaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_MetabolicAccelerator,TFT8_Augment_SennaSupport,TFT6_Augment_TomeOfTraits1,1b860b17-e947-4151-9456-ae38097bb6fb,4007,7,PetMiner,13,30,8,6,0,h3lxowlt6JknQ5qIaR5qHey8o_1VjdX-PI5qHjl415vtMKFQtjXfYkQhyGL_8gQFbicwx9RLInpKpA,1771.5885009765625,38,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Brawler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,4,3,2,2,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_SpaceCorps,2,0,0,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,2,0,0,4,,,,,,TFT8_Sivir,,1,2,TFT8_Vi,,,1,2,TFT8_Alistar,,2,2,TFT8_Senna,,2,1,TFT8_Samira,TFT_Item_LastWhisper,TFT_Item_RunaansHurricane,,4,2,TFT8_Zac,TFT_Item_ThiefsGloves,TFT_Item_Bloodthirster,,4,2,TFT8_Sejuani,TFT_Item_RedBuff,TFT_Item_WarmogsArmor,,4,2,TFT8_Urgot,TFT8_Item_DeadeyeEmblemItem,TFT_Item_TitansResolve,,,6,1,,,,,,,,,,,,,,,,,,TFT_Item_DragonsClaw,,,,,TFT_Item_InfinityEdge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_ThreesCompany,TFT8_Augment_CamilleSupport,TFT6_Augment_JeweledLotus,bfa8b9e7-7454-4656-9434-c1e579bb4ffd,55007,7,PetKoala,1,35,8,2,1,tAQnSrQb_2M_YHl28iJJSzPD_QhB-p3bAsopV9ehIHXUn3-RzHuyyfbNt-S0SVo9dPlRuTEMcS-Lig,2080.463623046875,135,Set8_Ace,1,1,1,2,Set8_Admin,1,0,0,3,Set8_Arsenal,1,3,1,1,Set8_Brawler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,4,3,2,2,Set8_OxForce,1,0,0,4,Set8_Renegade,1,0,0,2,Set8_SpaceCorps,1,0,0,4,Set8_Threat,2,0,1,1,Set8_UndergroundThe,1,0,0,4,TFT8_Sivir,,1,2,TFT8_Camille,TFT8_Item_DeadeyeEmblemItem,,1,2,TFT8_Rammus,,2,3,TFT8_Samira,,4,2,TFT8_Zac,,,,4,2,TFT8_Zac,,,,4,1,TFT8_Sejuani,TFT_Item_ThiefsGloves,TFT_Item_GuinsoosRageblade,,4,2,TFT8_Aphelios,,,,,6,1,,,,,,,,,,,,,,,TFT_Item_WarmogsArmor,TFT_Item_FrozenHeart,TFT_Item_RedBuff,,,TFT_Item_MadredsBloodrazor,TFT_Item_MadredsBloodrazor,TFT_Item_LastWhisper,,TFT_Item_SpearOfShojin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_MetabolicAccelerator,TFT8_Augment_ZoeSupport,TFT6_Augment_Ascension,af514c99-5ab1-47eb-bcce-b3f1b87ec33a,49002,2,PetChibiAhri,1,34,9,3,2,_zlfDBOx2AoZi_URHSEsNDKWyToXiX2ZHQNl44fu0SAq2XlxEaXVEFZmuepO5otZ7UL2kMrTAWPdLA,2023.3602294921875,87,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_GenAE,3,1,1,2,Set8_Hacker,1,0,0,3,Set8_Mascot,2,1,1,4,Set8_OxForce,4,2,2,4,TFT8_Annie,,1,1,TFT8_Vi,,,1,2,TFT8_Alistar,,2,2,TFT8_Zoe,,2,2,TFT8_Ekko,,,,4,1,TFT8_Samira,TFT_Item_ZekesHerald,TFT8_Item_HandOfJustice_GenAE,,4,2,TFT8_Nunu,TFT_Item_DragonsClaw,,,6,1,TFT8_Aphelios,TFT_Item_MadredsBloodrazor,TFT_Item_HextechGunblade,TFT_Item_TitansResolve,,6,2,TFT8_Fiddlesticks,,6,1,Set8_Prankster,2,1,1,2,Set8_StarGuardian,1,0,0,4,,,,,,TFT_Item_Morellonomicon,TFT_Item_SeraphsEmbrace,TFT8_Item_OxForceEmblemItem,,,,,,,,,,Set8_Threat,1,0,1,1,Set8_UndergroundThe,2,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT7_Augment_BandOfThieves1,TFT6_Augment_TradeSectorPlus,TFT8_Augment_SamiraSupport,5256eb32-80e2-44a6-8807-072b1b1686c5,20016,16,PetDSSwordGuy,0,37,9,2,3,FaPeitk08uNKQ_Y3U8HMv1bYsTRzlQ1ektYbzqJiHnaTNMsEYziMBcBZqd6iix8zo4igaRuD4gpkdQ,2084.56103515625,174,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Channeler,1,0,0,4,Set8_Civilian,2,2,2,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_Forecaster,1,3,1,1,Set8_Mascot,1,0,0,4,Set8_OxForce,1,0,0,4,Set8_Prankster,1,0,0,2,TFT8_Sivir,,1,2,TFT8_BelVeth,TFT_Item_ThiefsGloves,,4,2,TFT8_Ekko,,4,2,TFT8_Samira,,4,2,TFT8_Janna,TFT_Item_GiantsBelt,,,6,1,TFT8_Leona,,,,6,2,TFT8_Fiddlesticks,TFT_Item_Morellonomicon,,,6,1,TFT8_Fiddlesticks,TFT_Item_RedBuff,,,,6,1,,,,,Set8_Renegade,1,0,0,2,Set8_StarGuardian,1,0,0,4,,,,,TFT_Item_RunaansHurricane,TFT_Item_RunaansHurricane,TFT_Item_LastWhisper,TFT_Item_GuardianAngel,,,TFT_Item_Bloodthirster,TFT_Item_MadredsBloodrazor,TFT_Item_InfinityEdge,TFT_Item_MadredsBloodrazor,,,,Set8_Threat,2,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_PandorasItems,TFT6_Augment_Battlemage2,TFT8_Augment_NilahSupport,508718bb-d4ce-4b9d-a3fd-bcf170dfd523,55016,16,PetKoala,1,28,6,8,0,t5lnvjlGvNBtbqxkMe_6pWSuSwy0_Wfnikdx802h1dZyKdZql-_H08g4d2TIPG3ZKJAlWoZd4b9PQA,1664.7177734375,76,Set8_Brawler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_Heart,2,1,1,3,Set8_Mascot,3,1,1,4,Set8_StarGuardian,3,1,1,4,Set8_Supers,3,3,1,1,,,,,,,,,,,,,,,,,,,,,TFT8_Gangplank,,0,2,TFT8_Rell,TFT_Item_ThiefsGloves,,1,2,TFT8_LeeSin,,1,2,TFT8_Malphite,,1,2,TFT8_Yuumi,TFT_Item_SeraphsEmbrace,TFT_Item_JeweledGauntlet,,1,3,TFT8_Nilah,TFT_Item_Redemption,TFT_Item_IonicSpark,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Item_MascotEmblemItem,,,TFT_Item_TitansResolve,,,,,,,,,TFT_Item_RecurveBow,TFT_Item_UnstableConcoction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_TargetDummies,TFT8_Augment_SorakaSupport,7b4009d4-1c30-4c39-ac6a-6e591e322d46,27006,6,PetChoncc,0,30,8,6,1,TpvJRU7JH7Yz2ZH_6TFwvfQ9oWC-I34ux27sFM8a94HJcH5kLGoNCOHyYhwU3o0Gz01CtsEnWLcLfw,1754.6988525390625,62,Set8_Admin,1,0,0,3,Set8_Aegis,1,0,0,4,Set8_Brawler,1,0,0,4,Set8_Channeler,4,2,2,4,Set8_Civilian,1,1,1,3,Set8_Forecaster,1,3,1,1,Set8_GenAE,1,0,0,2,Set8_Heart,4,2,2,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_StarGuardian,2,0,0,4,TFT8_Annie,,1,2,TFT8_LeeSin,,,1,2,TFT8_Sona,,2,2,TFT8_Alistar,,2,2,TFT8_Taliyah,TFT_Item_JeweledGauntlet,TFT_Item_HextechGunblade,,4,2,TFT8_Soraka,TFT_Item_SeraphsEmbrace,TFT_Item_JeweledGauntlet,,4,2,TFT8_Janna,,,,6,1,TFT8_Syndra,,,,,6,1,,,,,Set8_Supers,1,0,0,1,Set8_UndergroundThe,1,0,0,4,,,,TFT_Item_InfinityEdge,TFT_Item_RedBuff,,,,TFT_Item_MadredsBloodrazor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT7_Augment_BandOfThieves1,TFT6_Augment_CyberneticUplink2,TFT8_Augment_LeBlancGlitch,4591eca0-6b96-445e-b807-8fd93cd198ba,25012,12,PetAoShin,2,30,8,5,0,x0Bih5jy9s3hQDMp4pn38XGl6n4TJjvGDla8ZlgWQj4nRIQFgnEqBlSV_5wxQNfukE8Te9bC3gpw0Q,1757.59130859375,68,Set8_Admin,4,3,2,3,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_GenAE,1,0,0,2,Set8_Hacker,2,1,1,3,Set8_Heart,1,0,0,3,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,Set8_Threat,3,0,1,1,,,,,,,,,,,TFT8_Blitzcrank,,0,2,TFT8_Camille,TFT_Item_GiantsBelt,,1,2,TFT8_Zoe,,2,2,TFT8_Chogath,,2,2,TFT8_Rammus,TFT_Item_RedBuff,,,2,2,TFT8_Leblanc,TFT_Item_JeweledGauntlet,TFT_Item_PowerGauntlet,,2,2,TFT8_Zac,TFT_Item_WarmogsArmor,,,4,1,TFT8_Soraka,TFT_Item_ThiefsGloves,TFT_Item_SeraphsEmbrace,TFT_Item_ArchangelsStaff,,4,2,,,,,,,,,,,,,,,TFT_Item_Spatula,,,TFT_Item_ArchangelsStaff,TFT_Item_GargoyleStoneplate,TFT_Item_RecurveBow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_SecondWind1,TFT6_Augment_Twins2,TFT8_Augment_VayneCarry,5897ad9f-4665-4372-8f3e-6c878adb8918,1,1,PetTFTAvatar,11,31,7,4,0,LIAbmqNG1vlbDvMCI45iXhPwqeaumnMVEr-fpI8pHbM1kZFVmBVRDz3wt9BbQ2LS977gYib7Fqv2Wg,1807.8121337890625,89,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Defender,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Riven,,2,2,TFT8_Riven,TFT_Item_GargoyleStoneplate,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_RedBuff,TFT_Item_DragonsClaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_CelestialBlessing1,TFT6_Augment_TargetDummies,TFT8_Augment_SamiraSupport,1b860b17-e947-4151-9456-ae38097bb6fb,4007,7,PetMiner,1,37,9,1,1,h3lxowlt6JknQ5qIaR5qHey8o_1VjdX-PI5qHjl415vtMKFQtjXfYkQhyGL_8gQFbicwx9RLInpKpA,2084.56103515625,152,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Channeler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_Forecaster,1,3,1,1,Set8_OxForce,1,0,0,4,Set8_Prankster,1,0,0,2,TFT8_Vi,,1,2,TFT8_Ekko,TFT_Item_LocketOfTheIronSolari,,4,2,TFT8_Samira,,4,2,TFT8_Zac,,4,2,TFT8_Sejuani,TFT_Item_FrozenHeart,TFT_Item_BrambleVest,,4,2,TFT8_Janna,,,,6,2,TFT8_Urgot,TFT_Item_HextechGunblade,TFT_Item_UnstableConcoction,,6,2,TFT8_Aphelios,,,,,6,1,TFT8_Fiddlesticks,,6,1,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,TFT_Item_MadredsBloodrazor,TFT_Item_PowerGauntlet,TFT_Item_LastWhisper,,,TFT_Item_ThiefsGloves,TFT_Item_StatikkShiv,TFT_Item_RapidFireCannon,,TFT_Item_Deathblade,,,,,TFT_Item_GargoyleStoneplate,TFT_Item_IonicSpark,TFT_Item_RedBuff,Set8_Threat,3,0,1,1,Set8_UndergroundThe,2,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT7_Augment_Consistency,TFT6_Augment_RichGetRicherPlus,TFT8_Augment_SamiraSupport,bfa8b9e7-7454-4656-9434-c1e579bb4ffd,55007,7,PetKoala,15,34,9,3,0,tAQnSrQb_2M_YHl28iJJSzPD_QhB-p3bAsopV9ehIHXUn3-RzHuyyfbNt-S0SVo9dPlRuTEMcS-Lig,1986.565185546875,141,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_SpaceCorps,1,0,0,4,Set8_Threat,3,0,1,1,Set8_UndergroundThe,2,0,0,4,TFT8_Vi,,1,2,TFT8_Alistar,,,2,2,TFT8_Samira,,4,2,TFT8_Zac,,4,2,TFT8_Sejuani,,,,4,2,TFT8_Urgot,,,,6,1,TFT8_Aphelios,TFT_Item_HextechGunblade,TFT_Item_TitansResolve,,6,2,TFT8_Fiddlesticks,,,,,6,2,TFT8_Fiddlesticks,,6,2,,,,,,,,,,,TFT_Item_LastWhisper,TFT_Item_HextechGunblade,TFT_Item_RunaansHurricane,,,TFT_Item_RedBuff,,,,,,,,,TFT_Item_RabadonsDeathcap,TFT_Item_RabadonsDeathcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_SecondWind1,TFT6_Augment_TradeSectorPlus,TFT8_Augment_VayneCarry,af514c99-5ab1-47eb-bcce-b3f1b87ec33a,49002,2,PetChibiAhri,0,28,7,7,0,FEDUCjf55fRVkwaAkpo8uMbbIUp0ffEDxpYlEA7-ii4zU_OxE23ShMvGUkSlXAklwneYwIr-Ojo5Xw,1657.3951416015625,46,Set8_AnimaSquad,2,0,0,3,Set8_Brawler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_Recon,4,3,3,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT8_Ashe,,0,2,TFT8_Ezreal,,,1,1,TFT8_Vayne,,2,2,TFT8_Riven,,2,2,TFT8_Rammus,,,,2,2,TFT8_Rammus,,,,2,2,TFT8_Kaisa,TFT_Item_PowerGauntlet,TFT_Item_StatikkShiv,,2,3,,,,,,,,,,,,,,,,,,,,,,TFT_Item_LastWhisper,TFT_Item_SeraphsEmbrace,TFT_Item_RunaansHurricane,,,TFT_Item_GargoyleStoneplate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_FuturePeepers,TFT8_Augment_KaisaCarry,TFT6_Augment_TargetDummies,508718bb-d4ce-4b9d-a3fd-bcf170dfd523,55016,16,PetKoala,1,38,8,3,2,t5lnvjlGvNBtbqxkMe_6pWSuSwy0_Wfnikdx802h1dZyKdZql-_H08g4d2TIPG3ZKJAlWoZd4b9PQA,2269.078369140625,160,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Duelist,1,0,0,4,Set8_Heart,1,0,0,3,Set8_Prankster,1,0,0,2,Set8_Recon,4,3,3,3,Set8_SpaceCorps,2,0,0,4,Set8_StarGuardian,3,1,1,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,TFT8_Ashe,,0,2,TFT8_Ezreal,TFT_Item_Zephyr,,1,2,TFT8_Vayne,,2,2,TFT8_Kaisa,,2,3,TFT8_Ekko,TFT_Item_LocketOfTheIronSolari,,,4,2,TFT8_Zac,TFT_Item_TitanicHydra,,,4,2,TFT8_Sejuani,TFT_Item_RedBuff,,,4,2,TFT8_Syndra,TFT_Item_SeraphsEmbrace,,,,6,1,,,,,,,,,,,,,,,TFT_Item_Zephyr,,,,TFT_Item_Zephyr,TFT_Item_StatikkShiv,TFT_Item_UnstableConcoction,TFT_Item_GuinsoosRageblade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT7_Augment_AFK,TFT8_Augment_RivenSupport,TFT6_Augment_CyberneticUplink2,7b4009d4-1c30-4c39-ac6a-6e591e322d46,27006,6,PetChoncc,1,33,9,5,0,TpvJRU7JH7Yz2ZH_6TFwvfQ9oWC-I34ux27sFM8a94HJcH5kLGoNCOHyYhwU3o0Gz01CtsEnWLcLfw,1990.47998046875,89,Set8_Ace,1,1,1,2,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,7,4,3,3,Set8_Brawler,2,1,1,4,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_Mascot,1,0,0,4,Set8_Prankster,2,1,1,2,Set8_Recon,1,0,0,3,Set8_Renegade,1,0,0,2,Set8_SpaceCorps,1,0,0,4,TFT8_Sylas,,0,2,TFT8_Nasus,,,0,1,TFT8_Jinx,,1,2,TFT8_Vayne,,2,2,TFT8_Riven,TFT_Item_Redemption,TFT_Item_Zephyr,,2,2,TFT8_MissFortune,TFT_Item_JeweledGauntlet,TFT_Item_SpearOfShojin,,4,2,TFT8_Ekko,TFT8_Item_AnimaSquadEmblemItem,TFT_Item_IonicSpark,,4,2,TFT8_Sejuani,TFT_Item_RedBuff,,,,4,2,TFT8_Sejuani,,4,1,Set8_StarGuardian,1,0,0,4,,,,,,,,,TFT_Item_SeraphsEmbrace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_SecondWind1,TFT8_Augment_DravenSupport,TFT6_Augment_ComponentGrabBag,4591eca0-6b96-445e-b807-8fd93cd198ba,25012,12,PetAoShin,13,28,7,6,1,x0Bih5jy9s3hQDMp4pn38XGl6n4TJjvGDla8ZlgWQj4nRIQFgnEqBlSV_5wxQNfukE8Te9bC3gpw0Q,1705.4114990234375,36,Set8_Ace,1,1,1,2,Set8_Brawler,2,1,1,4,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_ExoPrime,3,1,1,2,Set8_Heart,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_Supers,3,3,1,1,,,,,,,,,,,,,,,,TFT8_Gangplank,,0,2,TFT8_WuKong,,,0,2,TFT8_Draven,,1,3,TFT8_LeeSin,,1,3,TFT8_Malphite,TFT_Item_Redemption,TFT_Item_Shroud,,1,3,TFT8_Jax,,,,2,2,TFT8_Jax,,,,2,2,,,,,,,,,,,,,,,,,,,,,,TFT_Item_Bloodthirster,TFT_Item_InfinityEdge,TFT_Item_Redemption,,,TFT_Item_RedBuff,TFT_Item_DragonsClaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFT6_Augment_LudensEcho1,TFT8_Augment_LeBlancGlitch,TFT6_Augment_PortableForge,2f1da80b-da7a-4268-aef4-fcd6797f8d96,6,6,PetTFTAvatar,1,33,8,4,0,Q9Su8vaVgtplymIZvIrjW8CDkgJDYoM7y546ynRp2HDbGwmtz5J4RGNT0OLXFU96yvYEdftbdhAnSw,1986.6025390625,89,Set8_Admin,1,0,0,3,Set8_Aegis,2,1,1,4,Set8_Channeler,4,2,2,4,Set8_GenAE,3,1,1,2,Set8_Hacker,2,1,1,3,Set8_Heart,1,0,0,3,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,2,0,0,4,Set8_UndergroundThe,1,0,0,4,TFT8_Lux,,0,2,TFT8_Annie,TFT_Item_IonicSpark,,1,2,TFT8_Sona,,2,2,TFT8_Alistar,,2,2,TFT8_Zoe,,,,2,2,TFT8_Leblanc,TFT_Item_SeraphsEmbrace,TFT_Item_MadredsBloodrazor,,2,2,TFT8_Ekko,TFT_Item_ThiefsGloves,TFT_Item_SeraphsEmbrace,,4,1,TFT8_Nunu,TFT_Item_ThiefsGloves,TFT_Item_GuinsoosRageblade,TFT_Item_Quicksilver,,6,2,,,,,,,,,,,,,,,TFT8_Item_HandOfJustice_GenAE,TFT_Item_PowerGauntlet,,TFT4_Item_OrnnZhonyasParadox,,TFT_Item_ThiefsGloves,TFT_Item_GuardianAngel,TFT_Item_Deathblade,,TFT_Item_RabadonsDeathcap,,,TFT_Item_RedBuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
