augments_0,augments_1,augments_2,last_round,level,placement,puuid,time_eliminated,total_damage_to_players,traits_0_name,traits_0_num_units,traits_0_style,traits_0_tier_current,traits_0_tier_total,traits_1_name,traits_1_num_units,traits_1_style,traits_1_tier_current,traits_1_tier_total,traits_2_name,traits_2_num_units,traits_2_style,traits_2_tier_current,traits_2_tier_total,traits_3_name,traits_3_num_units,traits_3_style,traits_3_tier_current,traits_3_tier_total,traits_4_name,traits_4_num_units,traits_4_style,traits_4_tier_current,traits_4_tier_total,traits_5_name,traits_5_num_units,traits_5_style,traits_5_tier_current,traits_5_tier_total,traits_6_name,traits_6_num_units,traits_6_style,traits_6_tier_current,traits_6_tier_total,traits_7_name,traits_7_num_units,traits_7_style,traits_7_tier_current,traits_7_tier_total,traits_8_name,traits_8_num_units,traits_8_style,traits_8_tier_current,traits_8_tier_total,traits_9_name,traits_9_num_units,traits_9_style,traits_9_tier_current,traits_9_tier_total,traits_10_name,traits_10_num_units,traits_10_style,traits_10_tier_current,traits_10_tier_total,units_0_character_id,units_0_name,units_0_rarity,units_0_tier,units_1_character_id,units_1_itemNames_0,units_1_name,units_1_rarity,units_1_tier,units_2_character_id,units_2_name,units_2_rarity,units_2_tier,units_3_character_id,units_3_name,units_3_rarity,units_3_tier,units_4_character_id,units_4_itemNames_0,units_4_itemNames_1,units_4_name,units_4_rarity,units_4_tier,units_5_character_id,units_5_itemNames_0,units_5_itemNames_1,units_5_name,units_5_rarity,units_5_tier,units_6_character_id,units_6_itemNames_0,units_6_itemNames_1,units_6_name,units_6_rarity,units_6_tier,units_7_character_id,units_7_itemNames_0,units_7_itemNames_1,units_7_itemNames_2,units_7_name,units_7_rarity,units_7_tier,units_8_character_id,units_8_name,units_8_rarity,units_8_tier,traits_11_name,traits_11_num_units,traits_11_style,traits_11_tier_current,traits_11_tier_total,traits_12_name,traits_12_num_units,traits_12_style,traits_12_tier_current,traits_12_tier_total,units_2_itemNames_0,units_2_itemNames_1,units_2_itemNames_2,units_5_itemNames_2,units_0_itemNames_0,units_3_itemNames_0,units_3_itemNames_1,units_3_itemNames_2,units_4_itemNames_2,units_6_itemNames_2,units_0_itemNames_1,units_0_itemNames_2,units_1_itemNames_1,units_1_itemNames_2,units_8_itemNames_0,traits_13_name,traits_13_num_units,traits_13_style,traits_13_tier_current,traits_13_tier_total
TFT6_Augment_Featherweights2,TFT7_Augment_FirstAidKit2,TFT8_Augment_NilahSupport,30,6,5,PqxNgc1WmyMXx8No13Nged8Mk85qngMKIjK_HLtW6clEzSmRiaMneEkxVK8EPriRNNVSa5sNk0i66Q,1803.346069,90,Set8_Brawler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_Heart,2,1,1,3,Set8_Mascot,2,1,1,4,Set8_StarGuardian,3,1,1,4,Set8_Supers,3,3,1,1,,,,,,,,,,,,,,,,,,,,,TFT8_Gangplank,,0,2,TFT8_Rell,TFT_Item_WarmogsArmor,,1,2,TFT8_LeeSin,,1,3,TFT8_Malphite,,1,3,TFT8_Yuumi,TFT_Item_MadredsBloodrazor,,,1,3,TFT8_Nilah,TFT_Item_TitansResolve,TFT_Item_IonicSpark,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_TitansResolve,,TFT_Item_ThiefsGloves,TFT_Item_ZekesHerald,TFT_Item_Deathblade,,,,,TFT_Item_GargoyleStoneplate,,,,,,,
TFT6_Augment_CelestialBlessing2,TFT7_Augment_AxiomArc2,TFT8_Augment_SennaSupport,24,7,8,MB2RzTEoSWPgxty0q4BtmWPiYQYFm_gafuvyEDlKGAzwRcCe9ARa_bYBlHzax2tlRV4jdp_gNcn4Mw,1434.942139,38,Set8_Brawler,2,1,1,4,Set8_Deadeye,1,0,0,2,Set8_Duelist,2,1,1,4,Set8_Hacker,1,0,0,3,Set8_Recon,1,0,0,3,Set8_SpaceCorps,6,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,TFT8_Ashe,,0,2,TFT8_Renekton,,,0,2,TFT8_Yasuo,,1,2,TFT8_Senna,,2,2,TFT8_Senna,,,,2,2,TFT8_Zed,TFT_Item_LastWhisper,TFT_Item_GuardianAngel,,4,2,TFT8_Sejuani,TFT_Item_DragonsClaw,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_HextechGunblade,,TFT_Item_SpearOfShojin,,,,,,,,,,,,,,
TFT8_Augment_GenAEEmblem,TFT8_Augment_ChannelerEmblem,TFT8_Augment_LeBlancSupport,34,8,4,SOsgycnDO7Xlw9V-s-U8SXmp-kFkxER4dlKTumvBDO-ADf8ECdcr8uCADCFhoARa9_H2c2ricWZWzg,2053.103271,103,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Channeler,4,2,2,4,Set8_Corrupted,1,3,1,1,Set8_GenAE,4,1,1,2,Set8_Hacker,2,1,1,3,Set8_Heart,2,1,1,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,1,0,0,4,TFT8_Annie,,1,2,TFT8_Sona,,,2,2,TFT8_Alistar,,2,2,TFT8_Zoe,,2,2,TFT8_Leblanc,TFT_Item_Shroud,,,2,2,TFT8_Ekko,TFT_Item_WarmogsArmor,TFT8_Item_GenAEEmblemItem,,4,2,TFT8_Soraka,TFT_Item_SpearOfShojin,TFT_Item_JeweledGauntlet,,4,2,TFT8_Fiddlesticks,TFT8_Item_GenAEEmblemItem,TFT4_Item_OrnnDeathsDefiance,,,6,1,,,,,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,TFT_Item_RedBuff,TFT_Item_TitansResolve,,,,,TFT8_Item_ChannelerEmblemItem,TFT_Item_IonicSpark,TFT8_Item_Shroud_GenAE,,,,,,,,
TFT6_Augment_TargetDummies,TFT6_Augment_MakeshiftArmor2,TFT8_Augment_RivenReverberation,34,8,3,rmOXPE23Zt8SFLskHgIJyZq3xLmTeC0vGnk6ZWG-sZEuk0CD621ZmuXyIPOnspgFeZ_8WrzXtcQ6Vw,2069.487305,113,Set8_Ace,1,1,1,2,Set8_Aegis,2,1,1,4,Set8_AnimaSquad,5,3,2,3,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_Defender,1,0,0,3,Set8_GenAE,1,0,0,2,Set8_Mascot,2,1,1,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,Set8_Renegade,1,0,0,2,TFT8_Sylas,,0,2,TFT8_Nasus,,,0,2,TFT8_Jinx,,1,2,TFT8_Annie,,1,1,TFT8_Riven,TFT4_Item_OrnnEternalWinter,TFT_Item_Redemption,,2,3,TFT8_Alistar,,,,2,2,TFT8_MissFortune,TFT_Item_SpearOfShojin,TFT_Item_HextechGunblade,,4,2,TFT8_Ekko,TFT_Item_RedBuff,,,,4,1,,,,,Set8_StarGuardian,1,0,0,4,,,,,,TFT_Item_StatikkShiv,,,,,,,,TFT_Item_BrambleVest,TFT_Item_InfinityEdge,,,,,,,,,,
TFT8_Augment_ReconEmblem,TFT7_Augment_AxiomArc2,TFT8_Augment_VayneCarry,37,8,1,lPXHgGsBcUr_y6GwdNI72jridruLshtoTiRrbLcxSvo6cMEmVgSYfCR1FLJsyJJ2DaBYfvLo3_zO1g,2205.799561,177,Set8_Ace,1,1,1,2,Set8_AnimaSquad,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_Recon,4,3,3,3,Set8_StarGuardian,2,0,0,4,Set8_Threat,4,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,TFT8_Ezreal,,1,2,TFT8_Vayne,TFT_Item_SeraphsEmbrace,,2,3,TFT8_Nilah,,2,2,TFT8_Chogath,,2,2,TFT8_Rammus,TFT_Item_Redemption,TFT_Item_WarmogsArmor,,2,2,TFT8_Kaisa,,,,2,2,TFT8_BelVeth,TFT8_Item_ReconEmblemItem,TFT_Item_GuardianAngel,,4,2,TFT8_Zac,TFT_Item_BrambleVest,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,TFT4_Item_OrnnAnimaVisage,TFT8_Item_AceEmblemItem,,,TFT_Item_MadredsBloodrazor,TFT_Item_LastWhisper,,,,,,
TFT6_Augment_RichGetRicher,TFT6_Augment_ComponentGrabBag,TFT8_Augment_NilahReflection,27,6,7,kor5S-bMw-dDOaHvRluIlWdGawOC9hZCNKQv-5X2gyoxOOm4_0YWz78edh-ENYWCGIFV-apB3a9biw,1626.009766,57,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,2,1,1,4,Set8_Defender,2,1,1,3,Set8_Duelist,2,1,1,4,Set8_Heart,2,1,1,3,Set8_Mascot,2,1,1,4,Set8_StarGuardian,3,1,1,4,Set8_Supers,3,3,1,1,,,,,,,,,,,,,,,,TFT8_Gangplank,,0,2,TFT8_Rell,,,1,3,TFT8_LeeSin,,1,2,TFT8_Malphite,,1,3,TFT8_Yuumi,TFT_Item_JeweledGauntlet,TFT_Item_SeraphsEmbrace,,1,2,TFT8_Nilah,TFT_Item_Redemption,TFT_Item_RedBuff,,2,2,TFT8_Riven,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_IonicSpark,TFT_Item_JeweledGauntlet,,,,TFT_Item_HextechGunblade,,,,,,,,,,,
TFT6_Augment_JeweledLotus,TFT6_Augment_RichGetRicherPlus,TFT8_Augment_RammusCarry,30,9,6,f21c73uk3YgV2NehLR14lhSq1H2fA4Id1DnkM5FaMBoZckdgaiHQf8tyDliHK-56DVr4jQDX8tCdMw,1791.809937,71,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,1,0,0,4,Set8_Channeler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_Forecaster,1,3,1,1,Set8_Mascot,1,0,0,4,TFT8_Alistar,,2,1,TFT8_Ekko,,,4,2,TFT8_Samira,,4,2,TFT8_Sejuani,,4,1,TFT8_Janna,,,,6,1,TFT8_Urgot,TFT_Item_HextechGunblade,,,6,1,TFT8_Aphelios,,,,6,1,TFT8_Leona,TFT_Item_TitansResolve,TFT_Item_WarmogsArmor,TFT_Item_Shroud,,6,2,TFT8_Fiddlesticks,,6,1,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,TFT_Item_LastWhisper,TFT_Item_UnstableConcoction,TFT_Item_InfinityEdge,,,,,,,,,,,,,Set8_Renegade,1,0,0,2
TFT6_Augment_CalculatedLoss,TFT6_Augment_CelestialBlessing2,TFT8_Augment_SonaExile,37,9,2,W0PW9g2NHL4Oyn9M9-5dlebKpWbL97e6H_8PGkP_JShpR0RiLDx0k3IhRNOyOkFt2_DsWYq-Fz6wzQ,2205.799561,160,Set8_Ace,1,1,1,2,Set8_Aegis,3,2,2,4,Set8_Arsenal,1,3,1,1,Set8_Brawler,1,0,0,4,Set8_Deadeye,2,1,1,2,Set8_ExoPrime,1,0,0,2,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,1,0,0,2,Set8_Renegade,1,0,0,2,Set8_SpaceCorps,1,0,0,4,TFT8_Alistar,,2,2,TFT8_BelVeth,TFT_Item_LastWhisper,,4,2,TFT8_Ekko,,4,2,TFT8_Samira,,4,2,TFT8_Zac,,,,4,2,TFT8_Sejuani,TFT_Item_ThiefsGloves,TFT_Item_WarmogsArmor,,4,2,TFT8_Urgot,TFT_Item_IonicSpark,,,6,1,TFT8_Aphelios,TFT4_Item_OrnnTheCollector,TFT_Item_GuinsoosRageblade,,,6,2,TFT8_Leona,,6,1,Set8_StarGuardian,1,0,0,4,Set8_Threat,3,0,1,1,TFT_Item_RedBuff,TFT_Item_IonicSpark,TFT_Item_Redemption,TFT_Item_BrambleVest,,TFT_Item_HextechGunblade,,,,,,,TFT_Item_TitansResolve,TFT_Item_HextechGunblade,,Set8_UndergroundThe,1,0,0,4
TFT6_Augment_TargetDummies,TFT6_Augment_MaxLevel10,TFT8_Augment_SorakaCarry,28,9,7,OXtHBeqP91DwwFe6eklWGJLTfTiO_rbF2T_C_oJj9zTiTAwMFWjyTtqEasfyKpvo9FBRqL2lWbik2Q,1649.256958,66,Set8_Admin,4,3,2,3,Set8_Aegis,2,1,1,4,Set8_Brawler,4,2,2,4,Set8_Channeler,2,1,1,4,Set8_Civilian,1,1,1,3,Set8_Forecaster,1,3,1,1,Set8_GenAE,1,0,0,2,Set8_Hacker,1,0,0,3,Set8_Heart,2,1,1,3,Set8_Mascot,2,1,1,4,Set8_OxForce,1,0,0,4,TFT8_Blitzcrank,,0,2,TFT8_Vi,,,1,1,TFT8_Camille,,1,1,TFT8_LeeSin,,1,2,TFT8_Alistar,,,,2,2,TFT8_Leblanc,TFT_Item_StatikkShiv,,,2,1,TFT8_Sejuani,,,,4,1,TFT8_Soraka,TFT_Item_JeweledGauntlet,TFT_Item_MadredsBloodrazor,TFT_Item_SeraphsEmbrace,,4,2,TFT8_Nunu,,6,2,Set8_Renegade,1,0,0,2,Set8_SpaceCorps,1,0,0,4,,,,,,,,,,,,,,,TFT_Item_ArchangelsStaff,Set8_Supers,1,0,0,1
TFT6_Augment_TrueTwos,TFT8_Augment_RenegadeEmblem2,TFT8_Augment_MissFortuneSupport,40,9,2,TJIPB3Ebo9J2ctNLRdYWPhkxFdtvpgIz8yBOd43g_bryQCYJ_vsGNU2oEvaYVt-NZabctELT_74zvA,2256.123047,160,Set8_Ace,1,1,1,2,Set8_Admin,1,0,0,3,Set8_Aegis,2,1,1,4,Set8_AnimaSquad,2,0,0,3,Set8_Arsenal,1,3,1,1,Set8_Channeler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Corrupted,1,3,1,1,Set8_Deadeye,1,0,0,2,Set8_ExoPrime,1,0,0,2,Set8_Forecaster,1,3,1,1,TFT8_Sylas,,0,1,TFT8_Camille,,,1,2,TFT8_Alistar,,2,2,TFT8_MissFortune,,4,2,TFT8_Viego,TFT_Item_Quicksilver,TFT_Item_Bloodthirster,,4,2,TFT8_Janna,TFT_Item_WarmogsArmor,,,6,2,TFT8_Aphelios,TFT_Item_MadredsBloodrazor,TFT_Item_PowerGauntlet,,6,2,TFT8_Leona,TFT_Item_IonicSpark,TFT_Item_Redemption,,,6,2,TFT8_Fiddlesticks,,6,2,Set8_Mascot,1,0,0,4,Set8_OxForce,4,2,2,4,,,,,,TFT8_Item_OxForceEmblemItem,TFT8_Item_RenegadeEmblemItem,TFT_Item_StatikkShiv,TFT_Item_JeweledGauntlet,,,,,,TFT_Item_UnstableConcoction,Set8_Renegade,6,4,2,2
TFT6_Augment_RichGetRicher,TFT6_Augment_RadiantRelics,TFT8_Augment_KaisaCarry,31,8,5,nSGJ9k-6vRWzIcraE3OeATRYcYc7bxCvp0mxep8AW20S6SbM4f9rIZjBwHfKCo6SirYJkUuhrvhkHw,1796.62085,78,Set8_AnimaSquad,1,0,0,3,Set8_Corrupted,1,3,1,1,Set8_Duelist,1,0,0,4,Set8_Recon,4,3,3,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,4,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,TFT8_Ashe,,0,2,TFT8_Ezreal,,,1,2,TFT8_Vayne,,2,3,TFT8_Rammus,,2,2,TFT8_Kaisa,TFT_Item_StatikkShiv,TFT_Item_RecurveBow,,2,2,TFT8_Zac,TFT_Item_ThiefsGloves,TFT_Item_PowerGauntlet,,4,2,TFT8_Urgot,,,,6,1,TFT8_Fiddlesticks,,,,,6,1,,,,,,,,,,,,,,,TFT_Item_PowerGauntlet,TFT5_Item_HandOfJusticeRadiant,TFT_Item_MadredsBloodrazor,TFT_Item_FrozenHeart,,TFT_Item_BrambleVest,TFT_Item_WarmogsArmor,TFT_Item_DragonsClaw,,,,,,,,,,,,
TFT8_Augment_ReconEmblem,TFT6_Augment_VerdantVeil,TFT8_Augment_BelVethCarry,31,8,4,6GQ4m3EVN-pzH9QP6WpQbp6zx-0uN3MWBc-BDyAMXi3U_2TY5HDGOvaKJjp9tpVvdfKYYe3WJ1PNGA,1797.166748,77,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_ExoPrime,1,0,0,2,Set8_Recon,4,3,3,3,Set8_Renegade,1,0,0,2,Set8_StarGuardian,1,0,0,4,Set8_Threat,4,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,TFT8_Ezreal,,1,1,TFT8_Vayne,,,2,2,TFT8_Chogath,,2,2,TFT8_Rammus,,2,2,TFT8_Kaisa,TFT_Item_StatikkShiv,TFT_Item_StatikkShiv,,2,2,TFT8_BelVeth,TFT_Item_HextechGunblade,TFT8_Item_ReconEmblemItem,,4,2,TFT8_Urgot,,,,6,1,TFT8_Leona,,,,,6,1,,,,,,,,,,,,,,,,,,TFT_Item_Bloodthirster,,TFT_Item_RedBuff,TFT_Item_BrambleVest,TFT_Item_Redemption,,,,,,,,,,,,
TFT8_Augment_ChannelerEmblem,TFT6_Augment_GachaAddict,TFT8_Augment_LeBlancGlitch,40,9,1,wSKcaih8Fv_12yCAw0IQduJwH0EiVRuX-aHsgybVVqErNnl2L4efWaIkzj2e0pWhmdiQDfmkpojiiA,2256.123047,185,Set8_Admin,1,0,0,3,Set8_Aegis,2,1,1,4,Set8_Channeler,6,3,3,4,Set8_Civilian,1,1,1,3,Set8_Forecaster,1,3,1,1,Set8_GenAE,2,0,0,2,Set8_Hacker,2,1,1,3,Set8_Heart,2,1,1,3,Set8_Mascot,1,0,0,4,Set8_OxForce,2,1,1,4,Set8_Prankster,2,1,1,2,TFT8_Annie,,1,3,TFT8_Sona,,,2,2,TFT8_Alistar,,2,2,TFT8_Zoe,,2,3,TFT8_Leblanc,TFT_Item_SeraphsEmbrace,TFT_Item_MadredsBloodrazor,,2,3,TFT8_Ekko,TFT8_Item_ChannelerEmblemItem,,,4,2,TFT8_Taliyah,TFT_Item_SpearOfShojin,TFT_Item_PowerGauntlet,,4,2,TFT8_Janna,,,,,6,1,TFT8_Syndra,,6,1,Set8_StarGuardian,3,1,1,4,Set8_UndergroundThe,1,0,0,4,,,,,TFT_Item_IonicSpark,TFT_Item_ThiefsGloves,TFT_Item_RapidFireCannon,TFT_Item_SpearOfShojin,TFT_Item_InfinityEdge,TFT_Item_InfinityEdge,TFT_Item_RedBuff,TFT_Item_DragonsClaw,,,,,,,,
TFT6_Augment_ThrillOfTheHunt2,TFT7_Augment_TomeOfTraits2,TFT8_Augment_ZedSupport,35,9,3,SOsgycnDO7Xlw9V-s-U8SXmp-kFkxER4dlKTumvBDO-ADf8ECdcr8uCADCFhoARa9_H2c2ricWZWzg,2015.710571,105,Set8_Ace,1,1,1,2,Set8_Brawler,2,1,1,4,Set8_Channeler,1,0,0,4,Set8_Civilian,1,1,1,3,Set8_Deadeye,1,0,0,2,Set8_Duelist,2,1,1,4,Set8_Forecaster,1,3,1,1,Set8_Hacker,1,0,0,3,Set8_Recon,1,0,0,3,Set8_SpaceCorps,9,4,4,4,Set8_Threat,1,0,1,1,TFT8_Ashe,,0,1,TFT8_Renekton,TFT_Item_GiantsBelt,,0,2,TFT8_Yasuo,,1,2,TFT8_Senna,,2,2,TFT8_Zed,TFT_Item_GuardianAngel,TFT_Item_LastWhisper,,4,2,TFT8_Sejuani,TFT_Item_IonicSpark,TFT_Item_RedBuff,,4,2,TFT8_Janna,TFT8_Item_InterPolarisEmblemItem,,,6,1,TFT8_Urgot,TFT8_Item_InterPolarisEmblemItem,,,,6,1,TFT8_Mordekaiser,,6,1,,,,,,,,,,,,,,TFT_Item_BrambleVest,,TFT_Item_PowerGauntlet,,,TFT_Item_InfinityEdge,,,,,,TFT_Item_ThiefsGloves,,,,,
TFT8_Augment_AnimaSquadEmblem,TFT6_Augment_RadiantRelics,TFT8_Augment_MissFortuneSupport,28,8,6,f21c73uk3YgV2NehLR14lhSq1H2fA4Id1DnkM5FaMBoZckdgaiHQf8tyDliHK-56DVr4jQDX8tCdMw,1648.066772,57,Set8_Ace,1,1,1,2,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,7,4,3,3,Set8_Brawler,2,1,1,4,Set8_Defender,1,0,0,3,Set8_Duelist,1,0,0,4,Set8_GenAE,1,0,0,2,Set8_Hacker,1,0,0,3,Set8_Mascot,1,0,0,4,Set8_Prankster,3,3,2,2,Set8_Recon,1,0,0,3,TFT8_Nasus,,0,2,TFT8_Jinx,TFT_Item_StatikkShiv,,1,1,TFT8_Vayne,,2,1,TFT8_Riven,,2,2,TFT8_Zoe,,,,2,1,TFT8_MissFortune,TFT_Item_SpearOfShojin,TFT5_Item_JeweledGauntletRadiant,,4,2,TFT8_Ekko,TFT8_Item_AnimaSquadEmblemItem,,,4,1,TFT8_Sejuani,TFT8_Item_AnimaSquadEmblemItem,,,,4,1,,,,,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,1,0,0,4,,,,TFT_Item_HextechGunblade,,TFT_Item_RedBuff,TFT_Item_IonicSpark,,,,,,,,,,,,,
TFT6_Augment_PortableForge,TFT6_Augment_ItemGrabBag2,TFT8_Augment_ZacSupersize,27,7,8,MB2RzTEoSWPgxty0q4BtmWPiYQYFm_gafuvyEDlKGAzwRcCe9ARa_bYBlHzax2tlRV4jdp_gNcn4Mw,1581.262817,47,Set8_Ace,1,1,1,2,Set8_Brawler,2,1,1,4,Set8_Deadeye,2,1,1,2,Set8_Duelist,2,1,1,4,Set8_Hacker,1,0,0,3,Set8_SpaceCorps,7,3,3,4,Set8_Threat,1,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,TFT8_Renekton,,0,2,TFT8_Yasuo,TFT_Item_WarmogsArmor,,1,2,TFT8_Senna,,2,2,TFT8_Zed,,4,2,TFT8_Samira,TFT8_Item_InterPolarisEmblemItem,,,4,2,TFT8_Zac,TFT8_Item_InterPolarisEmblemItem,TFT4_Item_OrnnAnimaVisage,,4,1,TFT8_Sejuani,TFT_Item_BrambleVest,TFT_Item_IonicSpark,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,TFT_Item_RedBuff,,TFT_Item_LastWhisper,TFT_Item_RunaansHurricane,,,TFT_Item_Redemption,,,,,,,,,,
TFT6_Augment_ThreesCompany,TFT8_Augment_RammusCarry,TFT6_Augment_CelestialBlessing2,34,8,4,QQzPEfV4hn2Yav66a-ehELW5Mzi9nAvo-kd8dbIafnt6sBo1-Co5lUxwDwjSW7CIvRAvFuxEBrsZgQ,2020.955444,107,Set8_AnimaSquad,1,0,0,3,Set8_Duelist,2,1,1,4,Set8_Recon,4,3,3,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,2,0,0,4,Set8_Threat,3,0,1,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,,,,,,,,,,,,,TFT8_Ashe,,0,2,TFT8_Ezreal,,,1,2,TFT8_Vayne,,2,2,TFT8_Nilah,,2,1,TFT8_Chogath,TFT_Item_GargoyleStoneplate,,,2,3,TFT8_Rammus,TFT_Item_RedBuff,TFT_Item_GargoyleStoneplate,,2,3,TFT8_Kaisa,TFT_Item_BFSword,TFT_Item_UnstableConcoction,,2,2,TFT8_Zac,,,,,4,1,,,,,,,,,,,,,,,TFT_Item_SpearOfShojin,TFT_Item_HextechGunblade,TFT_Item_LastWhisper,TFT_Item_DragonsClaw,,,,,,,,,,,,,,,,
TFT6_Augment_Ascension,TFT8_Augment_LeeSinCarry,TFT6_Augment_SecondWind2,31,8,6,ZAJ7tpzcOprS0fzB1-ao7vQgmQNoJBRxJUxQnFcBg-3F2l9VUh25C0OBR6Z0DliyVit0NM797guo-A,1831.73938,88,Set8_Admin,2,1,1,3,Set8_Aegis,2,1,1,4,Set8_Brawler,1,0,0,4,Set8_Channeler,2,1,1,4,Set8_GenAE,1,0,0,2,Set8_Hacker,2,1,1,3,Set8_Heart,4,2,2,3,Set8_Mascot,2,1,1,4,Set8_OxForce,1,0,0,4,Set8_Prankster,2,1,1,2,Set8_StarGuardian,2,0,0,4,TFT8_LeeSin,,1,2,TFT8_Yuumi,TFT_Item_LocketOfTheIronSolari,,1,2,TFT8_Sona,,2,2,TFT8_Alistar,,2,2,TFT8_Zoe,,,,2,2,TFT8_Leblanc,,,,2,2,TFT8_Ekko,,,,4,1,TFT8_Soraka,TFT_Item_MadredsBloodrazor,TFT_Item_SeraphsEmbrace,TFT_Item_JeweledGauntlet,,4,2,,,,,Set8_Supers,1,0,0,1,Set8_UndergroundThe,1,0,0,4,,,,,TFT_Item_RedBuff,,,,,,TFT_Item_IonicSpark,TFT_Item_BrambleVest,,,,,,,,
TFT8_Augment_DuelistEmblem,TFT8_Augment_YasuoSupport,TFT6_Augment_CelestialBlessing2,28,8,7,LbsOt4maD4xOXEaPqvvmRjazR_YWNqT5vBRP680sk8IOT61AsVNRmWYvaIdzDRm1FMsTxcHFq33bZQ,1686.460693,45,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,1,0,0,4,Set8_Duelist,4,2,2,4,Set8_Recon,1,0,0,3,Set8_SpaceCorps,2,0,0,4,Set8_StarGuardian,1,0,0,4,Set8_Threat,2,0,1,1,,,,,,,,,,,,,,,,,,,,,TFT8_Yasuo,,1,2,TFT8_Vayne,,,2,2,TFT8_Nilah,,2,2,TFT8_Nilah,,2,2,TFT8_BelVeth,TFT8_Item_DuelistEmblemItem,TFT_Item_PowerGauntlet,,4,2,TFT8_Sejuani,TFT_Item_TitanicHydra,,,4,2,TFT8_Urgot,TFT_Item_LocketOfTheIronSolari,,,6,1,TFT8_Urgot,TFT_Item_HextechGunblade,TFT_Item_LastWhisper,TFT_Item_RunaansHurricane,,6,1,,,,,,,,,,,,,,,,,,,,TFT_Item_Redemption,,,,,,,,,,,,,,
TFT6_Augment_TriForce2,TFT8_Augment_JaxSupport,TFT8_Augment_ReconEmblem,40,9,1,dMsqlY9LfoNeT8Zj2fGhRxvBPC-gKasGGwj9ieiW5eXmSfWnIzZpHXNJVu_m-_vKNg81uBB5LM6_WQ,2332.026611,182,Set8_Aegis,1,0,0,4,Set8_AnimaSquad,1,0,0,3,Set8_Brawler,2,1,1,4,Set8_Corrupted,1,3,1,1,Set8_Duelist,2,1,1,4,Set8_ExoPrime,1,0,0,2,Set8_Prankster,1,0,0,2,Set8_Recon,4,3,3,3,Set8_SpaceCorps,1,0,0,4,Set8_StarGuardian,3,1,1,4,Set8_Threat,1,0,1,1,TFT8_Ezreal,,1,2,TFT8_Vayne,TFT_Item_UnstableConcoction,,2,3,TFT8_Nilah,,2,2,TFT8_Nilah,,2,2,TFT8_Jax,TFT8_Item_ReconEmblemItem,TFT_Item_NegatronCloak,,2,2,TFT8_Kaisa,TFT_Item_GuinsoosRageblade,TFT_Item_StatikkShiv,,2,3,TFT8_Ekko,TFT_Item_GargoyleStoneplate,,,4,2,TFT8_Sejuani,TFT_Item_Shroud,TFT_Item_BrambleVest,TFT_Item_WarmogsArmor,,4,2,TFT8_Fiddlesticks,,6,1,Set8_UndergroundThe,1,0,0,4,,,,,,,,,TFT_Item_HextechGunblade,,,,,,,,,TFT_Item_MadredsBloodrazor,TFT_Item_Quicksilver,,,,,,
